victim.country.,actor.external.country.,actor.partner.country.,action.hacking.vector.,action.malware.vector.,action.misuse.vector.,action.physical.vector.,action.social.vector.,victim.industry2.
US,US,,,,Unknown,,,61
US,TH,,Web application,,,,,51
US,,Unknown,,,,,,52
RO,Unknown,,Web application,,,,,51
GB,,,,,,,,92
CA,,,,,LAN access,,,62
DE,Unknown,,,Email attachment,,,Email,62
US,Unknown,,,,,Unknown,,62
US,Unknown,,,,,Partner facility,,62
IN,Unknown,,,Email attachment,,,Email,62
US,Unknown,,,,,Unknown,,62
FR,Unknown,,,,,,Email,51
US,,,,,,,,44
US,,Unknown,,,,,,54
US,Unknown,,,,,Victim work area,,62
GB,Unknown,,Unknown,,,,,52
IN,SY,,Web application,,,,,92
ZA,Unknown,,Web application,,,,SMS,52
US,,,,,LAN access,,,52
US,,,,,,,,51
US,Unknown,,Web application,,,,,51
Unknown,Unknown,,Web application,Direct install,,,,51
US,,,,,,,,92
US,,,,,,,,52
AU,,,,,LAN access,,,92
US,,,,,,,,92
US,Unknown,,,,,Personal vehicle,,61
US,,,,,,,,61
GB,,,,,,,,92
AU,Unknown,,Unknown,,,,,81
CA,,,,,Physical access,,,61
NZ,Unknown,,Unknown,,,,,45
US,Unknown,,,Unknown,,,,62
US,NL,,,,Non-corporate,,,51
US,Unknown,,Web application,,,,,54
US,Unknown,,,,,Unknown,,62
US,,,,,,,,62
CA,Unknown,,Web application,,,,,81
US,,,,,,,,42
Unknown,,,,,,,,00
GB,,,,,LAN access,,,62
CA,,,,,,,,62
CA,,,,,,,Email,61
US,Unknown,,,,,Public facility,,44
US,,,,,,Victim work area,,61
GB,,GB,,,,,,92
US,Unknown,,Web application,,,,,81
EG,LY,,Web application,,,,,92
AU,RU,,Backdoor or C2,Email attachment,,,Email,00
US,,,,,,,,54
US,Unknown,,,Email link,,,Email,62
US,,,,,LAN access,,,92
AU,AU,,,,,,,92
US,,,,,,,,45
US,Unknown,,Unknown,,,,,54
AU,Unknown,,Web application,,,,,51
US,,,,,LAN access,,,92
US,Unknown,,,,,Victim public area,,44
NZ,,,,,,,,00
US,,,,,,,,54
US,Unknown,,Web application,,,,,51
US,,,,,,,,56
US,Unknown,,Unknown,,,,,62
US,Unknown,,,,,Personal vehicle,,52
US,,,,,,,,62
US,US,,Web application,,,,,52
CA,,,,,LAN access,,,62
US,Unknown,,,Unknown,,,,62
US,,,,,,Unknown,,62
Unknown,Unknown,,,Unknown,,,,56
US,US,,,,,Victim public area,,42
US,,,,,,,,92
US,Unknown,,Unknown,,,,,62
US,Unknown,,,Unknown,,,,62
US,Unknown,,,,,Unknown,,44
US,US,,,,LAN access,,Unknown,62
US,,,,,,,,92
US,Unknown,,,,,Victim secure area,,45
US,Unknown,,Web application,,,,,92
US,,,,,,,,62
US,Unknown,,,,,Personal vehicle,,62
US,,,,,,,,92
US,,,,,Unknown,,,92
GB,US,,,,LAN access,,,54
GB,,,,,,,,62
US,Unknown,,Web application,,,,,92
US,,,,,LAN access,,,92
US,,,,,LAN access,,,62
US,Unknown,,,,,,Phone,52
US,,,,,LAN access,,,62
PL,Unknown,,Web application,,,,,51
US,,,,,,,,52
US,,,,,,,,62
Unknown,Unknown,,Backdoor or C2,Email attachment,,,Email,92
US,Unknown,,,,,Unknown,,62
US,SY,,Web application,,,,,81
US,,,,,Non-corporate,,,62
US,,,,,,,,62
US,Unknown,,Web application,,,,,51
GB,,,,,,,,92
US,Unknown,,,,,Unknown,,44
US,Unknown,,Backdoor or C2,Email attachment,,,Email,92
US,Unknown,,Unknown,,,,,62
US,,Unknown,,,,Partner facility,,92
US,US,,Unknown,,,,,61
US,Unknown,,,,,Victim work area,,52
US,,,,,LAN access,,,81
US,,,,,,,,92
US,,,,,Physical access,,,62
US,,,,,,,,92
US,Unknown,,Unknown,,,,,51
US,,Unknown,,,,,,62
US,Unknown,,,,,Victim public area,,44
US,,,,,Physical access,,,92
CA,,,,,,,,61
US,Unknown,,,,,,Email,54
US,US,,,,Remote access,,,62
US,,,,,,,,62
US,Unknown,,,,,Personal vehicle,,52
PH,Unknown,,Unknown,,,,,61
US,,,,,Unknown,,,62
US,Unknown,,Unknown,,,,,44
CN,,,,,,,,62
OM,RU,,Backdoor or C2,Email attachment,,,Email,92
US,Unknown,,,Unknown,,,,62
CN,,,,,,,,51
IN,,,,,,,,92
US,,,,,Unknown,,,92
GB,,Unknown,,,,Partner facility,,61
US,,,,,LAN access,,,62
GB,,Unknown,,,,,,62
NZ,,,,,,,,62
GB,Unknown,,Web application,,,,,92
US,Unknown,,Unknown,Unknown,,,Unknown,61
IL,,,,,LAN access,,,92
US,Unknown,,,,,Personal vehicle,,62
US,,,,,LAN access,,,62
US,US,,,,,Personal vehicle,,22
CA,,,,,LAN access,,,62
US,,,,,,,,52
US,,,,,,,,48
US,,,,,,,,92
US,,Unknown,,,,,,56
IE,Unknown,,,,,Victim grounds,,52
US,,,,,,,,61
US,,US,,,,Personal vehicle,,92
US,Unknown,,,,,Unknown,,62
US,Unknown,,,,,Public vehicle,,62
US,Unknown,,,,LAN access,,,54
US,Unknown,,,,,,Email,62
NZ,,,,,,,,92
US,,,,,LAN access,,,62
US,,,,,,,,92
GB,,,,,,,,62
AU,SY,,Web application,,,,,51
GB,Unknown,,Web application,,,,,51
US,US,,Physical access,Direct install,LAN access,,,92
RS,Unknown,,Web application,,,,,51
US,Unknown,,Web application,,,,,51
US,,,,,LAN access,,,62
US,,,,,,,,92
US,,,,,,Victim work area,,51
US,Unknown,,Web application,Direct install,,,,42
AU,,,,,,,,92
US,,,,,,,,51
US,,,,,,,,33
US,,,,,LAN access,,,51
US,,,,,,,,92
US,Unknown,,Web application,,,,,61
CN,Unknown,,Unknown,,,,Unknown,51
US,,,,,LAN access,,,62
US,,,,,,,,92
US,,,,,,,,62
US,,,,,LAN access,,,71
SG,Unknown,,Unknown,,,,,56
US,,,,,LAN access,,,92
US,,,,,,,,92
GB,,,,,Unknown,,Documents,22
US,,,,,,,,62
US,Unknown,,Web application,,,,,51
US,,US,,,,,,92
US,,Unknown,,,,,,62
US,,,,,,,,51
US,SY,,Web application,,,,Email,51
US,Unknown,,Web application,,,,,51
US,,,,,,,,92
US,,,,,,,,72
US,Unknown,,,,,Unknown,,62
US,Unknown,,,,,Personal vehicle,,62
US,Unknown,,Unknown,,,,,54
US,US,,,,,Personal vehicle,,81
US,Unknown,,Unknown,,,,,92
US,,,,,,,,92
US,Unknown,,Web application,,,,Email,52
US,,,,,Physical access,,,44
US,Unknown,,,,,Victim work area,,62
BE,,,,,,,,81
GB,,,,,Other,,,92
US,US,,Web application,,,,,51
US,,,,,,,,71
US,,,,,,,,51
IN,Unknown,,,,,Victim grounds,,52
GB,,,,,LAN access,,,92
US,,,,,,,,92
RU,Unknown,,Web application,,,,,51
IN,Unknown,,Web application,,,,,00
US,,,,,,,,92
GB,,,,,,,,92
US,,,,,LAN access,Victim work area,,61
US,Unknown,,,,,Unknown,,62
US,Unknown,,,Unknown,,,,72
US,Unknown,,,,,,Email,61
US,,,,,Physical access,,,92
US,Unknown,,Unknown,,,,,54
UA,Unknown,,Web application,,,,,92
US,,,,,Physical access,,,56
US,Unknown,,,,,Victim work area,,61
US,,,,,Physical access,,,45
US,Unknown,,Unknown,,,,,51
US,,,,,,,,62
Unknown,,,,,Unknown,,,00
GB,SY,,Web application,,,,,51
US,,,,,,,,92
US,,,,,,,,62
US,,,,,,,,92
US,,,,,Physical access,,,72
US,,,,,,,,92
US,,,,,,,,51
US,,US,,,,,,92
US,,,,,,,,62
US,,,,,,,,92
US,,,,,,,,92
US,US,,,,,Victim public area,,92
CA,,,,,,,,62
US,Unknown,,Unknown,,,,,62
US,Unknown,,,,,,Email,62
AE,RU,,Backdoor or C2,Email attachment,,,Email,92
US,Unknown,,,,,Victim public area,,52
US,,,,,,,,92
US,Unknown,,,,,Unknown,,62
AT,Unknown,,Unknown,,,,,55
US,,,,,LAN access,,,92
US,CA,,,,,,Unknown,52
US,,,,,LAN access,Personal vehicle,,92
US,,,,,Non-corporate,,,62
CA,RU,,,Email attachment,,,Email,54
US,,,,,,,,92
NZ,,,,,,,,92
DE,Unknown,,Web application,,,,,51
US,Unknown,,Unknown,,,,,61
US,Unknown,,,,,,Documents,92
US,,,,,,,,92
US,,,,,,,,52
BS,Unknown,,,,Unknown,,,56
SG,,,,,,,,61
US,Unknown,,,,,Victim work area,,62
CN,KP,,Backdoor or C2,Email attachment,,,Email,00
NZ,Unknown,,,Unknown,,,,61
US,Unknown,,,Email attachment,,,Email,62
US,,,,,LAN access,,,62
US,,,,,,,,92
US,Unknown,,Web application,,,,,61
UG,RU,,Backdoor or C2,Email attachment,,,Email,92
US,,,,,,,,72
IN,,,Web application,,Unknown,,,54
US,,,,,LAN access,,,62
AR,AR,,Web application,,,,,00
US,Unknown,,,Unknown,,,,61
GB,,Unknown,,,,,,62
DE,Unknown,,Unknown,,,,,54
DK,Unknown,,Unknown,,,,,51
AZ,RU,,Backdoor or C2,Email attachment,,,Email,21
CA,,,,,,,,51
US,,,,,LAN access,,,92
US,Unknown,,,,,,Email,92
IT,Unknown,,Unknown,,,,,52
US,Unknown,,,,,Victim secure area,,62
US,,,,,LAN access,,,62
US,Unknown,,Unknown,,,,,61
US,Unknown,,,Email attachment,,,,92
Unknown,CA,,Physical access,,,,,00
US,Unknown,,Unknown,,,,,92
CH,Unknown,,,,,,,92
US,,,,,,,,62
US,Unknown,,Unknown,,,,,51
US,Unknown,,Web application,,,,,62
AU,,,,,,,,92
US,US,,,,,Personal residence,,62
US,Unknown,,,,,Unknown,,62
US,Unknown,,,Unknown,,,,62
US,Unknown,,,,,Unknown,,62
US,,,,,,,,81
US,Unknown,,,Unknown,,,,62
US,,,,,LAN access,,,56
US,Unknown,,,,,Unknown,,54
US,RS,,Web application,,,,,51
GB,,,,,,,,62
US,Unknown,,,,,Victim grounds,,44
US,Unknown,,,,,Partner facility,,23
US,Unknown,,Unknown,,,,,44
US,Unknown,,,,,Unknown,,62
US,,,,,LAN access,,,56
US,US,,,,,Unknown,,52
PK,PK,,Web application,,,,,92
US,,,,,,,,62
AU,,AU,,,,,,92
NZ,,,,,,,,92
US,,,,,,,,62
GB,Unknown,,,,,Victim work area,,62
US,US,,,,Physical access,,Phone,52
US,Unknown,,,Unknown,,,,62
US,,,,,,,,62
Unknown,,,,,,,,00
CN,Unknown,,Unknown,,,,,62
US,Unknown,,Web application,Remote injection,,,,56
US,US,,,,,Public facility,,44
US,,,,,,,,92
US,Unknown,,,,,Victim public area,,72
IL,,,,,,,,92
IN,Unknown,,Web application,,,,,92
PA,Unknown,,Unknown,,LAN access,,,54
US,Unknown,,,,,Victim grounds,,62
US,,BH,,,LAN access,,,92
US,Unknown,,,,,Victim work area,,62
US,,,,,LAN access,,,51
US,US,US,,,,Partner vehicle,,52
US,,Unknown,,,,,,48
IL,Unknown,,Backdoor or C2,Email attachment,,,Email,92
US,,,,,LAN access,,,92
US,,,,,,,,52
US,,,,,,,,81
US,Unknown,,,,,Personal vehicle,,42
US,US,,Web application,,,,,42
US,,,,,,,,51
US,,,,,Unknown,,,92
US,,Unknown,,,,,,92
US,,,,,LAN access,,,62
US,,,,,Unknown,,,92
US,Unknown,,,,,Unknown,,62
ES,RU,,Backdoor or C2,Email attachment,,,Email,92
US,,,,,,,,92
CN,,,,,LAN access,,,51
US,US,,,,,Victim secure area,,44
US,,,,,,,,52
US,Unknown,,,,,Victim work area,,62
GB,,,,,,,,62
US,Unknown,,,,LAN access,,,51
US,,,,,LAN access,,,92
US,,,,,,,,52
US,CN,,Unknown,,,,,92
US,,,,,Physical access,,,56
US,,,,,Physical access,,,62
US,,,,,,,,62
US,Unknown,,,,,Public facility,,44
GB,,,,,LAN access,,,62
US,,,,,,,,92
US,Unknown,,Unknown,Email attachment,,,Email,61
US,,,,,,,,92
GB,,GB,,,LAN access,,,62
US,,,,,LAN access,,,92
US,AM,,,,LAN access,,In-person,52
GB,,,,,,,,54
DE,,,,,,,,22
US,,,,,,,,62
US,,,,,LAN access,,,92
US,Unknown,,Unknown,,,,,92
US,Unknown,,,,,Public facility,,44
CA,,,,,,,,92
AU,,,,,Other,,,92
US,,,,,LAN access,,,92
NZ,Unknown,,,,Non-corporate,Personal residence,,52
AU,,,,,Physical access,,,42
US,,,,,,,,56
PH,Unknown,,Web application,,,,,33
US,,,,,,,,52
IN,Unknown,,Web application,,,,,51
US,,,,,LAN access,,,92
US,,US,,,LAN access,,,52
US,,,,,,Personal residence,,92
US,Unknown,,,,,Victim public area,,44
US,Unknown,,,,,Victim work area,,62
LB,Unknown,,Unknown,,,,,54
US,,,,,Physical access,,,44
US,Unknown,,Unknown,,,,,52
US,Unknown,,Unknown,,,,,61
US,Unknown,,,,,,Email,61
CA,,,,,LAN access,,,52
US,,,,,,,,92
US,,,,,,,,92
CK,Unknown,,Web application,,,,,92
US,GB,,Web application,,,,,52
US,,,,,LAN access,,,62
US,,,,,Physical access,,,62
US,Unknown,,,,,Unknown,,62
NZ,,,,,,,,51
IE,RO,,,,,Victim grounds,,55
US,Unknown,,,,,,,62
US,Unknown,,Unknown,,,,,54
US,,,,,,,,92
US,Unknown,,,,,Unknown,,62
US,Unknown,,Backdoor or C2,,,,,62
US,RU,,,Unknown,,,Software,62
JP,JP,,Web application,,,,,61
US,Unknown,,Web application,,,,,61
US,,,,,,,,62
US,,,,,,,,62
US,,,,,,,,92
US,,,,,,,,92
IL,Unknown,,,,,Partner vehicle,,92
GB,,,,,Physical access,,,52
US,AU,,Unknown,,,,,54
US,,,,,,,,62
US,,,,,,,,92
US,Unknown,,,,,Unknown,,52
US,,,,,LAN access,,,92
US,Unknown,,Unknown,,,,,52
US,Unknown,,,,,Unknown,,53
US,,,Web application,,,,,61
US,Unknown,,,,,Personal vehicle,,62
DZ,RU,,Backdoor or C2,Email attachment,,,Email,92
US,,,,,LAN access,,,92
US,Unknown,,,,,Unknown,,54
GB,,,,,,,,92
US,,,,,,,,62
US,,Unknown,,,,,,62
GB,Unknown,,Web application,,,,,81
DE,Unknown,,,,,Personal vehicle,,61
US,,,,,,,,92
GB,Unknown,,Web application,,,,,81
GB,,,,,,,,92
US,Unknown,,,,,Victim grounds,,44
NG,,,,,Physical access,,,92
US,,,,,,,,62
US,Unknown,,,,,,,52
CA,,,,,,,,62
GB,GB,,,,Other,,,62
NZ,,,,,LAN access,,,92
US,Unknown,,,,,Personal vehicle,,62
CN,KP,,Backdoor or C2,Email attachment,,,Email,00
US,,,,,,,,62
US,,,,,,,,92
PK,Unknown,,Web application,,,,,48
US,,,,,LAN access,,,62
GB,,GB,,,,,,62
IE,,,,,Physical access,,,56
AU,AU,,,,Unknown,,Unknown,51
ID,Unknown,,,,,Unknown,,52
US,Unknown,,,Unknown,,,,61
US,,,,,Unknown,,,62
IE,,,,,Physical access,,,62
US,,,,,Unknown,,,62
US,,,,,LAN access,,,00
US,,,,,,,,92
US,Unknown,,Web application,,,,,51
NO,Unknown,,Unknown,,,,,51
US,Unknown,,,,,Unknown,,92
US,,,,,,,,92
US,Unknown,,,,,Personal residence,,62
CA,Unknown,,,,,Personal vehicle,,92
US,Unknown,,,,,Personal vehicle,,62
GB,,,,,LAN access,,,62
US,,Unknown,,,,Victim work area,Unknown,00
US,,,,,,,,92
CA,,,,,LAN access,,,62
US,US,,VPN,,,,,52
US,Unknown,,,,,Unknown,,62
US,Unknown,,Unknown,,,,,54
US,US,,,,,Victim grounds,,92
US,Unknown,,,,,Victim work area,,44
US,,,,,,,,61
US,,Unknown,,,,,,62
US,,,,,LAN access,,,62
Unknown,,,,,LAN access,,,00
CH,,,,,LAN access,,,92
GB,Unknown,,,,,Victim public area,,33
US,Unknown,,,,,Partner vehicle,,62
US,,,,,Physical access,,,62
US,US,,,,,Victim public area,,52
Unknown,Unknown,,Unknown,,,,,51
US,,,,,,,,51
US,Unknown,,Unknown,,,,,61
US,RO,,,,,Victim grounds,,52
US,,,,,,,,92
US,,,,,Non-corporate,,,92
US,Unknown,,,,Unknown,,,00
DE,DE,,Web application,,,,,92
US,Unknown,,Web application,,,,Email,62
US,,,,,LAN access,,,92
US,,,,,LAN access,,,92
US,Unknown,,,,Unknown,,,52
GB,Unknown,,Web application,,,,,81
US,,,,,LAN access,,,23
UA,,,,,Physical access,,,22
US,,,,,LAN access,,,92
US,,,,,LAN access,,,62
US,,,,,Physical access,,,62
US,,,,,,,,62
GB,,,,,,,,92
US,US,,,,LAN access,,Unknown,62
US,Unknown,,,Unknown,,,,62
US,,,,,,,,92
US,,,,,Physical access,,,81
US,Unknown,,Web application,,,,,23
US,,,,,,,,62
NO,Unknown,,,,,,,54
IN,,,,,,,,22
GB,,,,,,,,54
CA,SY,,,,,,,51
US,,,,,,,,92
GB,Unknown,,,Unknown,,,,81
US,Unknown,,,,,Unknown,,62
CN,Unknown,,Web application,,,,,92
US,Unknown,,Web application,,,,,52
US,,,,,,,,92
US,Unknown,,,,,,,62
US,Unknown,,,Email attachment,,,Email,92
US,Unknown,,Unknown,,,,,92
CA,CA,,,,Non-corporate,,,62
CN,CN,,Unknown,,,,,92
GB,GB,,,,,Victim work area,,55
US,,,,,LAN access,,,62
CA,,,,,LAN access,,,62
KR,KP,,Backdoor or C2,Email attachment,,,Email,92
US,Unknown,,,Email attachment,,,,61
Unknown,US,,Web application,,,,,32
Unknown,US,,,,,Partner facility,,62
US,Unknown,,,,,Unknown,,62
US,,,,,,,,92
US,,,,,,,,92
US,IN,,,,,,,51
US,Unknown,,Web application,,,,,81
US,,,,,,,,92
SZ,,,,,LAN access,,,51
CA,Unknown,,Web application,,,,,48
Unknown,,,,,Unknown,,,00
US,Unknown,,,,,Unknown,,52
US,Unknown,,,,,Victim work area,,92
US,,,,,LAN access,,,92
US,,,,,,,,92
US,Unknown,,Unknown,,,,,52
US,Unknown,,,Unknown,,,,52
CA,,,,,LAN access,,,62
US,,,,,,,,33
US,,Unknown,,,,,,92
US,ID,,Web application,,,,,72
US,,,,,,,,62
US,,,,,,,,92
DE,Unknown,,,,,Victim secure area,,51
US,,,Physical access,,,,,72
US,,,,,,,,53
US,,,,,,,,92
US,,,,,,,,92
US,Unknown,,Web application,,,,,51
US,,,,,LAN access,,,92
US,Unknown,,Web application,,,,,51
US,Unknown,,Unknown,,,Partner facility,,61
Unknown,Unknown,,Backdoor or C2,Email attachment,,,Email,92
GB,Unknown,,,,,Victim grounds,,52
CA,,,,,LAN access,,,62
US,,,,,,Victim work area,,62
CA,,,,,Unknown,,,92
US,Unknown,,Web application,,,,,52
US,Unknown,,Web application,Direct install,,,,92
US,Unknown,,Web application,,,,,72
US,Unknown,,,Unknown,,,,44
US,Unknown,,,,,Unknown,,61
US,,,,,LAN access,,,92
US,Unknown,,,,,Unknown,,62
US,Unknown,,Web application,,,,,92
US,Unknown,,,,,Unknown,,62
Unknown,Unknown,,Web application,,,,,51
ZA,Unknown,,,,,Victim work area,,92
US,Unknown,Unknown,,,,Victim secure area,,62
US,,Unknown,,,,,,52
IN,,,,,Other,,,71
US,,,,,LAN access,,,62
TW,TR,,Web application,,,,,33
US,US,,,,,Partner facility,,81
Unknown,Unknown,,Web application,,,,,51
US,,,,,Remote access,,,62
US,Unknown,,,,,Personal vehicle,,92
US,Unknown,,Unknown,Direct install,,,,62
US,Unknown,,,,,Victim work area,,92
US,,,,,LAN access,,,42
GB,,,,,,,,92
US,,,,,,,,52
US,Unknown,,Unknown,,,,,62
US,,,,,,,,51
US,,,,,,,,62
US,,,,,,,,62
US,Unknown,,,,,Unknown,,62
DE,Unknown,,Web application,,,,,51
US,,,,,,,,92
US,Unknown,,,Unknown,,,,54
AU,,,,,,,,52
CA,,,,,LAN access,,,33
US,,,,,LAN access,,,62
US,Unknown,,,,,Unknown,,62
US,Unknown,,,,,Victim grounds,,52
US,,,,,Unknown,,,92
US,Unknown,,,,,Victim work area,,61
GB,,,,,,,,62
US,Unknown,,Web application,,,,,51
US,Unknown,,,Unknown,,,,52
AU,,,,,,,,62
US,,,,,,,,52
AU,Unknown,,Web application,,,,,92
US,,,,,,Victim grounds,,55
US,Unknown,,,,,Unknown,,62
US,Unknown,,,,,Partner vehicle,,62
US,Unknown,,,,,Unknown,,44
US,,,,,LAN access,,,62
US,Unknown,,,,,Unknown,,62
US,Unknown,,,,,Victim grounds,,52
Unknown,Unknown,,,Unknown,,,,81
US,,,,,,,,92
US,,,,,Physical access,,,62
US,,,,,,,,62
US,US,,,,,Personal vehicle,,92
US,,,Unknown,Direct install,LAN access,,,92
US,Unknown,,,Unknown,,,,51
CA,Unknown,,Web application,,,,,51
UA,Unknown,,Unknown,,,,,92
KR,Unknown,,Web application,Unknown,,,,56
JP,,JP,,,Physical access,,,52
US,,,,,,,,61
TW,Unknown,,Other,,,,,33
Unknown,Unknown,,Unknown,,,,,51
Unknown,Unknown,,,,,Victim grounds,,00
US,Unknown,,,,,,,61
US,Unknown,,Web application,,,,,32
US,,,,,,,,92
US,,,,,,Victim work area,,62
IL,Unknown,,Web application,,,,,52
US,,US,,,LAN access,,,62
US,,,,,LAN access,,,62
US,,,,,LAN access,,,48
US,Unknown,,Unknown,,,,,62
US,,,,,LAN access,Victim secure area,In-person,92
US,Unknown,,Web application,,,,,56
US,,,,,LAN access,,,92
US,US,,,,LAN access,,,53
IN,Unknown,,Web application,,,,,33
AU,Unknown,,,Software update,,,,62
US,Unknown,,Web application,,,,Email,62
JP,,,,,,,,33
US,,,,,,,,92
US,Unknown,,,Unknown,,,,81
US,,,,,,,,92
US,Unknown,,Unknown,,,,,45
US,Unknown,,Desktop sharing,Direct install,,,,72
US,Unknown,,,,,Unknown,,62
DE,Unknown,,Web application,,,,,56
US,,,,,,,,62
US,,,,,,,,62
US,Unknown,,Partner,,,,,51
US,,Unknown,,,,,,62
US,,,,,,,,92
US,Unknown,,Web application,,,,,92
US,,,,,Physical access,,,62
Unknown,Unknown,,Backdoor or C2,Email attachment,,,Email,92
US,Unknown,,,Unknown,,,,54
BE,Unknown,,Web application,,,,,51
US,,,,,,,,92
PK,Unknown,,Unknown,,,,,81
US,Unknown,,,,,,,51
IN,Unknown,,Unknown,,,,,92
US,Unknown,Unknown,,,,,,54
US,,Unknown,,,,,,62
GB,Unknown,,,,,Victim work area,,52
US,,,,,LAN access,,,62
US,,,,,,,,92
US,Unknown,,,Unknown,,,,62
US,,,,,,,,62
US,,,,,,,,92
CK,Unknown,,Web application,,,,,92
US,,,,,,,,92
US,,,,,LAN access,,,92
Unknown,US,,,,,,In-person,44
US,Unknown,,Unknown,,,,,52
US,,,,,,,,62
US,,,,,LAN access,,,53
HU,RU,,Backdoor or C2,Email attachment,,,Email,92
Unknown,,,,,Other,,,00
ME,Unknown,,Backdoor or C2,Email attachment,,,Email,92
CN,Unknown,,Unknown,,,,,51
CA,Unknown,,,,,Personal vehicle,,23
US,,,,,,,,62
US,,,,,LAN access,,,92
US,US,,,,LAN access,,Unknown,62
US,,,,,,,,81
US,Unknown,,Partner,Direct install,,,,44
US,Unknown,,Unknown,,,,,51
US,,,,,,,,62
US,Unknown,,,,,,Email,62
KE,PK,,Unknown,,,,,51
KH,KH,,Web application,,,,,92
US,Unknown,,,,,,,51
TR,TR,,Web application,,,,,92
US,Unknown,,Web application,,,,,54
US,Unknown,,Web application,,,,,54
BE,GB,,Unknown,Unknown,,,,51
US,,,,,LAN access,,,52
US,,,,,LAN access,,,62
US,Unknown,,,,,Unknown,,52
US,Unknown,,,,,Victim work area,,61
US,,,,,,,,92
US,,,,,,,,92
Unknown,Unknown,,Web application,,,,,00
Unknown,Unknown,,Backdoor or C2,Email attachment,,,Email,92
CH,,,,,LAN access,,,32
GB,,,,,,,,92
Unknown,,,,,,,,92
US,Unknown,,,Unknown,,,,62
US,,,,,LAN access,,,92
US,,,,,LAN access,,,92
US,,,,,,Victim public area,,71
US,,,,,,,,92
SI,Unknown,,Backdoor or C2,Email attachment,,,Email,92
US,Unknown,,,,,,Email,54
US,,,,,,,,52
US,,,,,Physical access,,,21
US,Unknown,,,,,Victim work area,,62
US,Unknown,,,Email attachment,,,Email,48
US,,,,,LAN access,,,56
US,Unknown,,,,,Unknown,,62
US,Unknown,,,,,Unknown,,52
US,Unknown,,,,,Victim grounds,,52
IN,,,,,Unknown,,,00
US,Unknown,,Web application,Direct install,,,,42
US,,,,,,,,33
US,Unknown,,,Unknown,,,,54
US,,,,,Physical access,,,44
UA,UA,,Unknown,,,,,92
US,,,,,LAN access,,,62
US,Unknown,,,,,Unknown,,62
US,,,,,,,,62
Unknown,RO,,,,,Victim public area,,00
US,,,,,LAN access,,,52
US,,,,,LAN access,,,62
US,,US,,,,,,52
US,,,,,,,,62
US,US,,,,,,Email,33
JP,Unknown,,Unknown,,,,,54
AU,,AU,,,LAN access,,,62
US,,,,,,,,48
NZ,,,,,,,,62
GB,LT,,,,,Victim public area,,52
US,Unknown,,Web application,,,,,51
US,Unknown,,Unknown,,,,,51
US,,,,,,Victim work area,,62
US,,,,,,,,62
AU,Unknown,,Command shell,,,,,51
US,,,,,Unknown,Victim work area,,54
US,Unknown,,,,,Unknown,,92
US,Unknown,,,,,Unknown,,62
Unknown,CA,,,,,Victim grounds,,00
US,,,,,Unknown,,,56
US,,,,,,,,62
IN,PK,,Web application,,,,,92
TH,Unknown,,Web application,,,,,92
US,,,,,LAN access,,,33
CA,,,,,LAN access,,,62
GB,,,,,,,,51
US,Unknown,,,,,,In-person,92
US,,,,,LAN access,,,62
US,Unknown,,Unknown,,,,,51
US,Unknown,,Unknown,,,,,62
DE,Unknown,,Web application,,,,,81
US,,,,,Physical access,,,72
US,Unknown,,Web application,,,,,62
US,,,,,,,,52
US,,,,,LAN access,,,92
US,,,,,Non-corporate,,,62
IN,CN,,Web application,Web drive-by,,,,92
US,,,,,Unknown,,,61
PL,Unknown,,Web application,,,,,45
US,Unknown,,,,,Unknown,,92
US,,,,,,,,62
US,Unknown,,,Unknown,,,,62
NL,Unknown,,Web application,,,,Unknown,51
US,,,,,,,,92
US,,,,,,,,92
US,,,,,,,,92
US,Unknown,,Web application,,,,,54
US,UA,,Web application,,,,,52
US,,,,,,,,61
US,Unknown,,,,,Victim work area,,62
US,Unknown,,,,,,,81
NO,Unknown,,,Web drive-by,,,,21
US,Unknown,,,,,,Email,33
FI,RU,,Backdoor or C2,Email attachment,,,Email,00
US,,,,,,,,92
US,,,,,,,,92
JP,Unknown,,Unknown,,,,,00
US,,,,,LAN access,,,52
US,,,,,LAN access,,,62
US,Unknown,,,,Other,,,61
US,US,,Web application,,,,,71
US,Unknown,,Web application,,,,,45
US,,,,,,,,61
AU,,,,,,,,92
US,,,,,,,,92
US,,,,,,,,45
IL,Unknown,,Unknown,,,,,23
US,IR,,Unknown,,,,,92
AU,Unknown,,,,,,,51
US,Unknown,,Unknown,,,,,52
US,,,,,,,,92
GB,,,,,,,,92
US,,,,,,,,92
TW,TR,,Web application,,,,,33
US,Unknown,,Web application,Unknown,,,,56
US,,,,,,Victim work area,,92
US,,,,,,,,92
US,,,,,,,,92
US,,,,,,,,92
US,,,,,,,,92
US,,,,,,,,92
US,Unknown,,,,,Victim work area,,92
US,,,,,,Victim work area,,92
US,,,,,,,,92
US,,,,,,Unknown,,92
US,,,,,,,,92
US,,,,,,,,92
US,,,,,,,,92
US,,,,,,,,92
US,Unknown,,,,,,In-person,92
US,,,,,,,,92
US,,,,,,,,92
US,,,,,LAN access,,,92
US,,,,,LAN access,,,92
US,,,,,LAN access,,,92
US,,,,,,,,92
US,,,,,,,,92
US,,,,,,,,92
US,,,,,,,,92
US,,,,,,,,92
US,,,,,LAN access,,,92
US,,,,,,,,92
US,,,,,,,,92
US,,,,,,,,92
US,,,,,,Unknown,,92
US,,,,,,,,92
